# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-06-21 16:24:19 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05325000 MINNESOTA RIVER AT MANKATO, MN
# -----------------------------------------------------------------------------------
#
# Data provided for site 05325000
#            TS   parameter     Description
#        301759       63160     Stream water level elevation above NAVD 1988, in feet
#         74622       00065     Gage height, feet
#         74623       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	tz_cd	74622_00065	74622_00065_cd	74623_00060	74623_00060_cd
USGS	05325000	2016-03-17 09:15	CDT	9.15	A	10500	A
USGS	05325000	2016-03-17 09:30	CDT	9.15	A	10500	A
USGS	05325000	2016-03-17 09:45	CDT	9.15	A	10500	A
USGS	05325000	2016-03-17 10:00	CDT	9.15	A	10500	A
USGS	05325000	2016-03-17 10:15	CDT	9.16	A	10500	A
USGS	05325000	2016-03-17 10:30	CDT	9.15	A	10500	A
USGS	05325000	2016-03-17 10:45	CDT	9.14	A	10400	A
USGS	05325000	2016-03-17 11:00	CDT	9.15	A	10500	A
USGS	05325000	2016-03-17 11:15	CDT	9.16	A	10500	A
USGS	05325000	2016-03-17 11:30	CDT	9.15	A	10500	A
USGS	05325000	2016-03-17 11:45	CDT	9.16	A	10500	A
USGS	05325000	2016-03-17 12:00	CDT	9.14	A	10400	A
USGS	05325000	2016-03-17 12:15	CDT	9.17	A	10500	A
USGS	05325000	2016-03-17 12:30	CDT	9.15	A	10500	A
USGS	05325000	2016-03-17 12:45	CDT	9.15	A	10500	A
USGS	05325000	2016-03-17 13:00	CDT	9.15	A	10500	A
USGS	05325000	2016-03-17 13:15	CDT	9.14	A	10400	A
USGS	05325000	2016-03-17 13:30	CDT	9.15	A	10500	A
USGS	05325000	2016-03-17 13:45	CDT	9.14	A	10400	A
USGS	05325000	2016-03-17 14:00	CDT	9.14	A	10400	A
USGS	05325000	2016-03-17 14:15	CDT	9.14	A	10400	A
USGS	05325000	2016-03-17 14:30	CDT	9.14	A	10400	A
USGS	05325000	2016-03-17 14:45	CDT	9.14	A	10400	A
USGS	05325000	2016-03-17 15:00	CDT	9.13	A	10400	A
USGS	05325000	2016-03-17 15:15	CDT	9.13	A	10400	A
USGS	05325000	2016-03-17 15:30	CDT	9.12	A	10400	A
USGS	05325000	2016-03-17 15:45	CDT	9.12	A	10400	A
USGS	05325000	2016-03-17 16:00	CDT	9.12	A	10400	A
USGS	05325000	2016-03-17 16:15	CDT	9.12	A	10400	A
USGS	05325000	2016-03-17 16:30	CDT	9.10	A	10400	A
USGS	05325000	2016-03-17 16:45	CDT	9.11	A	10400	A
USGS	05325000	2016-03-17 17:00	CDT	9.11	A	10400	A
USGS	05325000	2016-03-17 17:15	CDT	9.11	A	10400	A
USGS	05325000	2016-03-17 17:30	CDT	9.11	A	10400	A
USGS	05325000	2016-03-17 17:45	CDT	9.10	A	10400	A
USGS	05325000	2016-03-17 18:00	CDT	9.10	A	10400	A
USGS	05325000	2016-03-17 18:15	CDT	9.09	A	10300	A
USGS	05325000	2016-03-17 18:30	CDT	9.10	A	10400	A
USGS	05325000	2016-03-17 18:45	CDT	9.09	A	10300	A
USGS	05325000	2016-03-17 19:00	CDT	9.08	A	10300	A
USGS	05325000	2016-03-17 19:15	CDT	9.10	A	10400	A
USGS	05325000	2016-03-17 19:30	CDT	9.08	A	10300	A
USGS	05325000	2016-03-17 19:45	CDT	9.07	A	10300	A
USGS	05325000	2016-03-17 20:00	CDT	9.07	A	10300	A
USGS	05325000	2016-03-17 20:15	CDT	9.07	A	10300	A
USGS	05325000	2016-03-17 20:30	CDT	9.07	A	10300	A
USGS	05325000	2016-03-17 20:45	CDT	9.07	A	10300	A
USGS	05325000	2016-03-17 21:00	CDT	9.07	A	10300	A
USGS	05325000	2016-03-17 21:15	CDT	9.06	A	10300	A
USGS	05325000	2016-03-17 21:30	CDT	9.06	A	10300	A
USGS	05325000	2016-03-17 21:45	CDT	9.05	A	10300	A
USGS	05325000	2016-03-17 22:00	CDT	9.05	A	10300	A
USGS	05325000	2016-03-17 22:15	CDT	9.04	A	10200	A
USGS	05325000	2016-03-17 22:30	CDT	9.04	A	10200	A
USGS	05325000	2016-03-17 22:45	CDT	9.04	A	10200	A
USGS	05325000	2016-03-17 23:00	CDT	9.03	A	10200	A
USGS	05325000	2016-03-17 23:15	CDT	9.03	A	10200	A
USGS	05325000	2016-03-17 23:30	CDT	9.03	A	10200	A
USGS	05325000	2016-03-17 23:45	CDT	9.02	A	10200	A
USGS	05325000	2016-03-18 00:00	CDT	9.03	A	10200	A
USGS	05325000	2016-03-18 00:15	CDT	9.02	A	10200	A
USGS	05325000	2016-03-18 00:30	CDT	9.03	A	10200	A
USGS	05325000	2016-03-18 00:45	CDT	9.03	A	10200	A
USGS	05325000	2016-03-18 01:00	CDT	9.01	A	10200	A
USGS	05325000	2016-03-18 01:15	CDT	9.01	A	10200	A
USGS	05325000	2016-03-18 01:30	CDT	9.01	A	10200	A
USGS	05325000	2016-03-18 01:45	CDT	9.01	A	10200	A
USGS	05325000	2016-03-18 02:00	CDT	9.00	A	10200	A
USGS	05325000	2016-03-18 02:15	CDT	9.00	A	10200	A
USGS	05325000	2016-03-18 02:30	CDT	8.99	A	10200	A
USGS	05325000	2016-03-18 02:45	CDT	9.00	A	10200	A
USGS	05325000	2016-03-18 03:00	CDT	8.99	A	10200	A
USGS	05325000	2016-03-18 03:15	CDT	8.98	A	10200	A
USGS	05325000	2016-03-18 03:30	CDT	8.98	A	10200	A
USGS	05325000	2016-03-18 03:45	CDT	8.97	A	10100	A
USGS	05325000	2016-03-18 04:00	CDT	8.99	A	10200	A
USGS	05325000	2016-03-18 04:15	CDT	8.98	A	10200	A
USGS	05325000	2016-03-18 04:30	CDT	8.97	A	10100	A
USGS	05325000	2016-03-18 04:45	CDT	8.96	A	10100	A
USGS	05325000	2016-03-18 05:00	CDT	8.97	A	10100	A
USGS	05325000	2016-03-18 05:15	CDT	8.97	A	10100	A
USGS	05325000	2016-03-18 05:30	CDT	8.97	A	10100	A
USGS	05325000	2016-03-18 05:45	CDT	8.96	A	10100	A
USGS	05325000	2016-03-18 06:00	CDT	8.96	A	10100	A
USGS	05325000	2016-03-18 06:15	CDT	8.96	A	10100	A
USGS	05325000	2016-03-18 06:30	CDT	8.96	A	10100	A
USGS	05325000	2016-03-18 06:45	CDT	8.95	A	10100	A
USGS	05325000	2016-03-18 07:00	CDT	8.96	A	10100	A
USGS	05325000	2016-03-18 07:15	CDT	8.95	A	10100	A
USGS	05325000	2016-03-18 07:30	CDT	8.95	A	10100	A
USGS	05325000	2016-03-18 07:45	CDT	8.95	A	10100	A
USGS	05325000	2016-03-18 08:00	CDT	8.95	A	10100	A
USGS	05325000	2016-03-18 08:15	CDT	8.95	A	10100	A
USGS	05325000	2016-03-18 08:30	CDT	8.95	A	10100	A
USGS	05325000	2016-03-18 08:45	CDT	8.94	A	10100	A
USGS	05325000	2016-03-18 09:00	CDT	8.94	A	10100	A
USGS	05325000	2016-03-18 09:15	CDT	8.93	A	10100	A
USGS	05325000	2016-03-18 09:30	CDT	8.93	A	10100	A
USGS	05325000	2016-03-18 09:45	CDT	8.92	A	10000	A
USGS	05325000	2016-03-18 10:00	CDT	8.92	A	10000	A
USGS	05325000	2016-03-18 10:15	CDT	8.92	A	10000	A
USGS	05325000	2016-03-18 10:30	CDT	8.92	A	10000	A
USGS	05325000	2016-03-18 10:45	CDT	8.91	A	10000	A
USGS	05325000	2016-03-18 11:00	CDT	8.92	A	10000	A
USGS	05325000	2016-03-18 11:15	CDT	8.91	A	10000	A
USGS	05325000	2016-03-18 11:30	CDT	8.91	A	10000	A
USGS	05325000	2016-03-18 11:45	CDT	8.91	A	10000	A
USGS	05325000	2016-03-18 12:00	CDT	8.91	A	10000	A
USGS	05325000	2016-03-18 12:15	CDT	8.90	A	10000	A
USGS	05325000	2016-03-18 12:30	CDT	8.90	A	10000	A
USGS	05325000	2016-03-18 12:45	CDT	8.90	A	10000	A
USGS	05325000	2016-03-18 13:00	CDT	8.90	A	10000	A
USGS	05325000	2016-03-18 13:15	CDT	8.89	A	9990	A
USGS	05325000	2016-03-18 13:30	CDT	8.89	A	9990	A
USGS	05325000	2016-03-18 13:45	CDT	8.88	A	9990	A
USGS	05325000	2016-03-18 14:00	CDT	8.87	A	9970	A
USGS	05325000	2016-03-18 14:15	CDT	8.87	A	9970	A
USGS	05325000	2016-03-18 14:30	CDT	8.87	A	9970	A
USGS	05325000	2016-03-18 14:45	CDT	8.86	A	9950	A
USGS	05325000	2016-03-18 15:00	CDT	8.86	A	9950	A
USGS	05325000	2016-03-18 15:15	CDT	8.87	A	9970	A
USGS	05325000	2016-03-18 15:30	CDT	8.88	A	9990	A
USGS	05325000	2016-03-18 15:45	CDT	8.87	A	9970	A
USGS	05325000	2016-03-18 16:00	CDT	8.87	A	9970	A
USGS	05325000	2016-03-18 16:15	CDT	8.88	A	9990	A
USGS	05325000	2016-03-18 16:30	CDT	8.87	A	9970	A
USGS	05325000	2016-03-18 16:45	CDT	8.87	A	9970	A
USGS	05325000	2016-03-18 17:00	CDT	8.88	A	9990	A
USGS	05325000	2016-03-18 17:15	CDT	8.87	A	9970	A
USGS	05325000	2016-03-18 17:30	CDT	8.87	A	9970	A
USGS	05325000	2016-03-18 17:45	CDT	8.86	A	9950	A
USGS	05325000	2016-03-18 18:00	CDT	8.86	A	9950	A
USGS	05325000	2016-03-18 18:15	CDT	8.86	A	9950	A
USGS	05325000	2016-03-18 18:30	CDT	8.87	A	9970	A
USGS	05325000	2016-03-18 18:45	CDT	8.87	A	9970	A
USGS	05325000	2016-03-18 19:00	CDT	8.86	A	9950	A
USGS	05325000	2016-03-18 19:15	CDT	8.86	A	9950	A
USGS	05325000	2016-03-18 19:30	CDT	8.87	A	9970	A
USGS	05325000	2016-03-18 19:45	CDT	8.85	A	9930	A
USGS	05325000	2016-03-18 20:00	CDT	8.85	A	9930	A
USGS	05325000	2016-03-18 20:15	CDT	8.84	A	9910	A
USGS	05325000	2016-03-18 20:30	CDT	8.85	A	9930	A
USGS	05325000	2016-03-18 20:45	CDT	8.84	A	9910	A
USGS	05325000	2016-03-18 21:00	CDT	8.84	A	9910	A
USGS	05325000	2016-03-18 21:15	CDT	8.84	A	9910	A
USGS	05325000	2016-03-18 21:30	CDT	8.84	A	9910	A
USGS	05325000	2016-03-18 21:45	CDT	8.84	A	9910	A
USGS	05325000	2016-03-18 22:00	CDT	8.83	A	9890	A
USGS	05325000	2016-03-18 22:15	CDT	8.83	A	9890	A
USGS	05325000	2016-03-18 22:30	CDT	8.83	A	9890	A
USGS	05325000	2016-03-18 22:45	CDT	8.82	A	9880	A
USGS	05325000	2016-03-18 23:00	CDT	8.82	A	9880	A
USGS	05325000	2016-03-18 23:15	CDT	8.82	A	9880	A
USGS	05325000	2016-03-18 23:30	CDT	8.82	A	9880	A
USGS	05325000	2016-03-18 23:45	CDT	8.81	A	9860	A
USGS	05325000	2016-03-19 00:00	CDT	8.81	A	9860	A
USGS	05325000	2016-03-19 00:15	CDT	8.81	A	9860	A
USGS	05325000	2016-03-19 00:30	CDT	8.81	A	9860	A
USGS	05325000	2016-03-19 00:45	CDT	8.81	A	9860	A
USGS	05325000	2016-03-19 01:00	CDT	8.80	A	9840	A
USGS	05325000	2016-03-19 01:15	CDT	8.80	A	9840	A
USGS	05325000	2016-03-19 01:30	CDT	8.80	A	9840	A
USGS	05325000	2016-03-19 01:45	CDT	8.79	A	9820	A
USGS	05325000	2016-03-19 02:00	CDT	8.80	A	9840	A
USGS	05325000	2016-03-19 02:15	CDT	8.80	A	9840	A
USGS	05325000	2016-03-19 02:30	CDT	8.79	A	9820	A
USGS	05325000	2016-03-19 02:45	CDT	8.80	A	9840	A
USGS	05325000	2016-03-19 03:00	CDT	8.80	A	9840	A
USGS	05325000	2016-03-19 03:15	CDT	8.79	A	9820	A
USGS	05325000	2016-03-19 03:30	CDT	8.80	A	9840	A
USGS	05325000	2016-03-19 03:45	CDT	8.79	A	9820	A
USGS	05325000	2016-03-19 04:00	CDT	8.79	A	9820	A
USGS	05325000	2016-03-19 04:15	CDT	8.79	A	9820	A
USGS	05325000	2016-03-19 04:30	CDT	8.79	A	9820	A
USGS	05325000	2016-03-19 04:45	CDT	8.78	A	9800	A
USGS	05325000	2016-03-19 05:00	CDT	8.78	A	9800	A
USGS	05325000	2016-03-19 05:15	CDT	8.77	A	9780	A
USGS	05325000	2016-03-19 05:30	CDT	8.77	A	9780	A
USGS	05325000	2016-03-19 05:45	CDT	8.76	A	9770	A
USGS	05325000	2016-03-19 06:00	CDT	8.77	A	9780	A
USGS	05325000	2016-03-19 06:15	CDT	8.76	A	9770	A
USGS	05325000	2016-03-19 06:30	CDT	8.76	A	9770	A
USGS	05325000	2016-03-19 06:45	CDT	8.76	A	9770	A
USGS	05325000	2016-03-19 07:00	CDT	8.76	A	9770	A
USGS	05325000	2016-03-19 07:15	CDT	8.75	A	9770	A
USGS	05325000	2016-03-19 07:30	CDT	8.75	A	9770	A
USGS	05325000	2016-03-19 07:45	CDT	8.75	A	9770	A
USGS	05325000	2016-03-19 08:00	CDT	8.75	A	9770	A
USGS	05325000	2016-03-19 08:15	CDT	8.74	A	9750	A
USGS	05325000	2016-03-19 08:30	CDT	8.74	A	9750	A
USGS	05325000	2016-03-19 08:45	CDT	8.74	A	9750	A
USGS	05325000	2016-03-19 09:00	CDT	8.74	A	9750	A
USGS	05325000	2016-03-19 09:15	CDT	8.74	A	9750	A
USGS	05325000	2016-03-19 09:30	CDT	8.74	A	9750	A
USGS	05325000	2016-03-19 09:45	CDT	8.73	A	9730	A
USGS	05325000	2016-03-19 10:00	CDT	8.74	A	9750	A
USGS	05325000	2016-03-19 10:15	CDT	8.74	A	9750	A
USGS	05325000	2016-03-19 10:30	CDT	8.73	A	9730	A
USGS	05325000	2016-03-19 10:45	CDT	8.72	A	9710	A
USGS	05325000	2016-03-19 11:00	CDT	8.72	A	9710	A
USGS	05325000	2016-03-19 11:15	CDT	8.73	A	9730	A
USGS	05325000	2016-03-19 11:30	CDT	8.72	A	9710	A
USGS	05325000	2016-03-19 11:45	CDT	8.73	A	9730	A
USGS	05325000	2016-03-19 12:00	CDT	8.72	A	9710	A
USGS	05325000	2016-03-19 12:15	CDT	8.72	A	9710	A
USGS	05325000	2016-03-19 12:30	CDT	8.72	A	9710	A
USGS	05325000	2016-03-19 12:45	CDT	8.71	A	9690	A
USGS	05325000	2016-03-19 13:15	CDT	8.70	A	9670	A
USGS	05325000	2016-03-19 13:30	CDT	8.71	A	9690	A
USGS	05325000	2016-03-19 13:45	CDT	8.70	A	9670	A
USGS	05325000	2016-03-19 14:00	CDT	8.70	A	9670	A
USGS	05325000	2016-03-19 14:15	CDT	8.71	A	9690	A
USGS	05325000	2016-03-19 14:30	CDT	8.70	A	9670	A
USGS	05325000	2016-03-19 14:45	CDT	8.69	A	9660	A
USGS	05325000	2016-03-19 15:00	CDT	8.70	A	9670	A
USGS	05325000	2016-03-19 15:15	CDT	8.69	A	9660	A
USGS	05325000	2016-03-19 15:30	CDT	8.68	A	9640	A
USGS	05325000	2016-03-19 15:45	CDT	8.69	A	9660	A
USGS	05325000	2016-03-19 16:00	CDT	8.69	A	9660	A
USGS	05325000	2016-03-19 16:15	CDT	8.69	A	9660	A
USGS	05325000	2016-03-19 16:30	CDT	8.69	A	9660	A
USGS	05325000	2016-03-19 16:45	CDT	8.69	A	9660	A
USGS	05325000	2016-03-19 17:00	CDT	8.69	A	9660	A
USGS	05325000	2016-03-19 17:15	CDT	8.68	A	9640	A
USGS	05325000	2016-03-19 17:30	CDT	8.68	A	9640	A
USGS	05325000	2016-03-19 17:45	CDT	8.68	A	9640	A
USGS	05325000	2016-03-19 18:00	CDT	8.69	A	9660	A
USGS	05325000	2016-03-19 18:30	CDT	8.68	A	9640	A
USGS	05325000	2016-03-19 18:45	CDT	8.67	A	9620	A
USGS	05325000	2016-03-19 19:00	CDT	8.67	A	9620	A
USGS	05325000	2016-03-19 19:15	CDT	8.66	A	9600	A
USGS	05325000	2016-03-19 19:30	CDT	8.65	A	9580	A
USGS	05325000	2016-03-19 19:45	CDT	8.66	A	9600	A
USGS	05325000	2016-03-19 20:00	CDT	8.66	A	9600	A
USGS	05325000	2016-03-19 20:15	CDT	8.66	A	9600	A
USGS	05325000	2016-03-19 20:30	CDT	8.66	A	9600	A
USGS	05325000	2016-03-19 20:45	CDT	8.66	A	9600	A
USGS	05325000	2016-03-19 21:00	CDT	8.65	A	9580	A
USGS	05325000	2016-03-19 21:15	CDT	8.64	A	9570	A
USGS	05325000	2016-03-19 21:30	CDT	8.63	A	9550	A
USGS	05325000	2016-03-19 21:45	CDT	8.63	A	9550	A
USGS	05325000	2016-03-19 22:00	CDT	8.63	A	9550	A
USGS	05325000	2016-03-19 22:15	CDT	8.62	A	9550	A
USGS	05325000	2016-03-19 22:30	CDT	8.60	A	9510	A
USGS	05325000	2016-03-19 22:45	CDT	8.61	A	9530	A
USGS	05325000	2016-03-19 23:00	CDT	8.61	A	9530	A
USGS	05325000	2016-03-19 23:15	CDT	8.60	A	9510	A
USGS	05325000	2016-03-19 23:30	CDT	8.60	A	9510	A
USGS	05325000	2016-03-19 23:45	CDT	8.61	A	9530	A
